function_name,param_names,param_types,is_optional,return_type,documentation_length
tf.image.random_brightness,"['image', 'max_delta', 'seed']","['image', 'float', 'behavior']","[False, False, False]",None,153
tf.image.rgb_to_yiq,['images'],['data'],[False],images,136
tf.image.per_image_standardization,['image'],['dimensions'],[False],None,199
tf.image.adjust_hue,"['image', 'delta', 'name']","['dimension', 'float', 'name']","[False, False, True]",None,274
tf.image.random_contrast,"['image', 'lower', 'upper', 'seed']","['tensor', 'float', 'float', 'behavior']","[False, False, False, False]",None,180
tf.image.rgb_to_yuv,['images'],['data'],[False],images,136
tf.image.combined_non_max_suppression,"['boxes', 'scores', 'max_output_size_per_class', 'max_total_size', 'iou_threshold', 'score_threshold', 'pad_per_class', 'clip_boxes', 'name']","['float', 'float', 'boxes', 'boxes', 'float', 'float', 'boxes', 'box', 'name']","[False, False, False, False, False, False, False, False, True]",None,644
tf.image.random_flip_left_right,"['image', 'seed']","['batch', 'behavior']","[False, False]",None,180
tf.image.flip_left_right,['image'],['batch'],[False],None,138
tf.image.adjust_contrast,"['images', 'contrast_factor']","['images', 'float']","[False, False]",None,270
tf.image.grayscale_to_rgb,"['images', 'name']","['tensor', 'name']","[False, True]",None,147
tf.image.adjust_brightness,"['image', 'delta']","['image', 'amount']","[False, False]",None,269
tf.image.flip_up_down,['image'],['batch'],[False],None,137
tf.image.rgb_to_hsv,['name'],['name'],[True],None,240
tf.image.non_max_suppression_overlaps,"['overlaps', 'scores', 'max_output_size', 'overlap_threshold', 'score_threshold', 'name']","['float', 'float', 'boxes', 'float', 'float', 'name']","[False, False, False, False, False, True]",tensor,333
tf.image.random_hue,"['image', 'max_delta', 'seed']","['dimension', 'float', 'conjunction']","[False, False, False]",None,207
tf.image.pad_to_bounding_box,"['image', 'offset_height', 'offset_width', 'target_height', 'target_width']","['batch', 'number', 'columns', 'height', 'image']","[False, False, False, False, False]",None,275
tf.image.random_crop,"['value', 'size', 'seed', 'name']","['tensor', 'tensor', 'behavior', 'name']","[False, False, False, True]",None,220
tf.image.draw_bounding_boxes,"['boxes', 'name']","['batch', 'name']","[False, True]",None,307
tf.image.sample_distorted_bounding_box,"['bounding_boxes', 'seed', 'seed2', 'min_object_covered', 'aspect_ratio_range', 'area_range', 'max_attempts', 'use_image_if_no_bounding_boxes', 'name']","['batch', 'defaults', 'collision', 'area', 'area', 'area', 'attempts', 'bool', 'name']","[False, True, True, False, True, True, True, True, True]",None,941
tf.image.random_flip_up_down,"['image', 'seed']","['batch', 'behavior']","[False, False]",None,179
tf.image.yuv_to_rgb,['images'],['data'],[False],images,154
tf.image.extract_glimpse,"['input', 'size', 'offsets', 'centered', 'normalized', 'uniform_noise', 'name']","['tensor', 'tensor', 'tensor', 'bool', 'bool', 'bool', 'name']","[False, False, False, True, True, True, True]",None,597
tf.image.adjust_jpeg_quality,"['image', 'jpeg_quality', 'name']","['dimension', 'int', 'name']","[False, False, True]",None,233
tf.image.adjust_gamma,"['image', 'gamma', 'gain']","['image', 'tensor', 'tensor']","[False, False, False]",None,289
tf.image.non_max_suppression_with_scores,"['boxes', 'scores', 'max_output_size', 'iou_threshold', 'score_threshold', 'name']","['float', 'float', 'boxes', 'float', 'float', 'name']","[False, False, False, False, False, True]",tensor,718
tf.image.encode_png,"['compression', 'name']","['compression', 'name']","[True, True]",None,218
tf.image.transpose,"['image', 'name']","['batch', 'name']","[False, True]",None,201
tf.image.ssim,"['img1', 'img2', 'max_val', 'filter_size', 'filter_sigma', 'k1', 'k2']","['batch', 'batch', 'difference', 'default', 'default', 'default', 'default']","[False, False, False, False, False, False, False]",None,585
tf.image.resize_with_crop_or_pad,"['image', 'target_height', 'target_width']","['batch', 'height', 'target']","[False, False, False]",None,279
tf.image.yiq_to_rgb,['images'],['data'],[False],images,167
tf.image.extract_image_patches,"['ksizes', 'name']","['dimension', 'name']","[False, True]",None,361
tf.image.total_variation,"['images', 'name']","['batch', 'name']","[False, True]",None,302
tf.image.non_max_suppression,"['boxes', 'scores', 'max_output_size', 'iou_threshold', 'score_threshold', 'name']","['float', 'float', 'boxes', 'float', 'float', 'name']","[False, False, False, False, False, True]",tensor,440
tf.image.rgb_to_grayscale,"['images', 'name']","['tensor', 'name']","[False, True]",None,141
tf.image.adjust_saturation,"['image', 'saturation_factor', 'name']","['dimension', 'float', 'name']","[False, False, True]",None,268
tf.audio.encode_wav,"['audio', 'sample_rate', 'name']","['channels', 'frequency', 'name']","[False, False, True]",None,215
tf.audio.decode_wav,"['contents', 'desired_channels', 'desired_samples', 'name']","['audio', 'channels', 'defaults', 'name']","[False, True, True, True]",None,319
tf.lookup.TextFileInitializer,"['filename', 'key_dtype', 'key_index', 'value_dtype', 'value_index', 'vocab_size', 'delimiter', 'name']","['eg', 'data', 'index', 'data', 'index', 'elements', 'delimiter', 'name']","[False, False, False, False, False, False, False, True]",None,735
tf.lookup.StaticHashTable,"['initializer', 'default_value', 'name']","['initializer', 'key', 'name']","[False, False, True]",None,622
tf.lookup.KeyValueTensorInitializer,"['keys', 'values', 'key_dtype', 'value_dtype', 'name']","['tensor', 'tensor', 'array', 'array', 'name']","[False, False, False, False, True]",None,232
tf.lookup.StaticVocabularyTable,"['initializer', 'num_oov_buckets', 'lookup_key_dtype', 'name']","['None', 'buckets', 'data', 'name']","[False, False, False, True]",None,594
tf.lookup.experimental.DenseHashTable,"['key_dtype', 'value_dtype', 'default_value', 'empty_key', 'deleted_key', 'initial_num_buckets', 'name', 'checkpoint']","['tensor', 'tensor', 'key', 'buckets', 'buckets', 'buckets', 'name', 'checkpoints']","[False, False, False, False, False, False, True, False]",None,1082
tf.summary.initialize,"['graph', 'session']","['default', 'defaults']","[False, False]",None,233
tf.summary.image,"['name', 'tensor', 'max_outputs', 'collections', 'family']","['name', 'batch_size', 'batch', '_ops.graphkeys.summaries', 'display']","[False, False, False, True, True]",None,445
tf.summary.histogram,"['name', 'values', 'collections', 'family']","['name', 'histogram', 'collections', 'display']","[False, False, True, True]",None,227
tf.summary.FileWriter,"['logdir', 'graph', 'max_queue', 'flush_secs', 'filename_suffix', 'session']","['directory', 'graph', 'events', 'events', 'event', 'details']","[False, False, False, False, False, False]",None,1272
tf.summary.scalar,"['name', 'tensor', 'collections', 'family']","['name', 'tensor', 'collections', 'display']","[False, False, True, True]",None,192
tf.summary.tensor_summary,"['name', 'tensor', 'summary_description', 'collections', 'summary_metadata', 'family', 'display_name']","['case', 'tensor', 'description', 'collections', 'optional', 'display', 'data']","[False, False, False, True, True, True, False]",None,263
tf.summary.merge,"['inputs', 'collections', 'name']","['buffers', 'collections', 'name']","[False, True, True]",None,203
tf.summary.merge_all,"['key', 'scope']","['defaults', 'ops']","[False, True]",None,163
tf.summary.get_summary_description,['node_def'],['node_def_pb2.nodedef'],[False],None,131
tf.summary.FileWriterCache,['logdir'],['directory'],[False],None,106
tf.summary.audio,"['name', 'tensor', 'sample_rate', 'max_outputs', 'collections', 'family']","['name', 'batch_size', 'float32', 'audio', '_ops.graphkeys.summaries', 'display']","[False, False, False, False, True, True]",None,361
tf.summary.text,"['name', 'tensor', 'collections']","['name', 'tensor', '_ops.graphkeys.summaries']","[False, False, True]",None,240
tf.profiler.write_op_log,"['graph', 'log_dir', 'op_log', 'run_meta', 'add_trace']","['None', 'directory', 'oplogproto', 'computation', 'code']","[False, False, True, True, False]",None,230
tf.profiler.profile,"['graph', 'run_meta', 'op_log', 'cmd', 'options']","['None', 'tensor', 'tensor', 'graph', 'coreprofilerg3docoptions.md']","[False, True, False, False, False]",None,327
tf.profiler.advise,"['graph', 'run_meta', 'options']","['None', 'tensor', 'all_advice']","[False, True, False]",None,159
tf.profiler.ProfileOptionBuilder,['options'],['dict'],[True],None,1834
tf.profiler.Profiler,['graph'],['None'],[False],None,718
tf.nn.embedding_lookup,"['params', 'ids', 'partition_strategy', 'name', 'validate_indices', 'max_norm']","['tensor', 'ids', 'default', 'name', 'behavior', 'None']","[False, False, False, True, False, False]",None,580
tf.nn.max_pool_with_argmax,"['ksize', 'strides', 'include_batch_in_index', 'name']","['tensor', 'tensor', 'argmax', 'name']","[False, False, True, True]",None,436
tf.nn.ctc_loss,"['sequence_length', 'time_major', 'logits']","['batch_size', 'batch_size', 'alias']","[False, False, False]",None,889
tf.nn.dynamic_rnn,"['cell', 'sequence_length', 'initial_state', 'dtype', 'swap_memory', 'time_major', 'scope']","['instance', 'batch', 'tensor', 'data', 'tensor', 'batch_size', 'defaults']","[False, True, True, True, False, False, False]",None,1145
tf.nn.scale_regularization_loss,['regularization_loss'],['loss'],[False],None,179
tf.nn.ctc_unique_labels,"['labels', 'name']","['tensor', 'ctc_unique_labels']","[False, False]",None,217
tf.nn.log_poisson_loss,"['targets', 'log_input', 'compute_full_loss', 'name']","['log_input', 'float32', 'favor', 'name']","[False, False, False, True]",None,465
tf.nn.quantized_relu_x,"['max_value', 'min_features', 'max_features', 'name']","['float32', 'float', 'float', 'name']","[False, False, False, True]",None,232
tf.nn.local_response_normalization,"['depth_radius', 'bias', 'alpha', 'beta', 'name']","['defaults', 'float', 'float', 'float', 'name']","[True, True, True, True, True]",None,367
tf.nn.log_softmax,"['axis', 'name', 'dim']","['default', 'name', 'alias']","[False, True, False]",None,245
tf.nn.conv1d_transpose,"['input', 'filters', 'output_shape', 'strides', 'padding', 'data_format', 'dilations', 'name']","['float', 'dimension', 'deconvolution', 'entries', 'algorithm', 'ncw', 'batch', 'tensor']","[False, False, False, False, False, False, False, True]",None,417
tf.nn.batch_norm_with_global_normalization,"['t', 'm', 'v', 'beta', 'gamma', 'variance_epsilon', 'scale_after_normalization', 'name', 'input', 'mean', 'variance']","['input', 'dimension', 'dimension', 'tensor', 'tensor', 'float', 'tensor', 'name', 'alias', 'alias', 'alias']","[False, False, False, False, False, False, False, True, False, False, False]",None,299
tf.nn.leaky_relu,"['alpha', 'name']","['activation', 'name']","[False, True]",None,151
tf.nn.bidirectional_dynamic_rnn,"['cell_fw', 'cell_bw', 'sequence_length', 'initial_state_fw', 'initial_state_bw', 'dtype', 'swap_memory', 'time_major', 'scope']","['direction', 'direction', 'batch', 'tensor', 'cell_bw', 'data', 'tensor', 'batch_size', 'defaults']","[False, False, True, True, True, True, False, False, False]",None,891
tf.nn.conv_transpose,"['filters', 'output_shape', 'strides', 'padding', 'data_format', 'dilations', 'name']","['dimensional', 'deconvolution', 'c', 'algorithm', 'None', 'c', 'name']","[False, False, False, False, False, False, True]",None,559
tf.nn.quantized_conv2d,"['min_input', 'max_input', 'min_filter', 'max_filter', 'strides', 'dilations', 'name']","['float', 'float', 'float', 'float', 'tensor', 'tensor', 'name']","[False, False, False, False, False, True, True]",None,496
tf.nn.avg_pool_v2,"['input', 'ksize', 'strides', 'padding', 'data_format', 'name']","['batch_size', 'tensor', 'tensor', 'algorithm', 'channel', 'name']","[False, False, False, False, False, True]",None,335
tf.nn.selu,['name'],['name'],[True],None,171
tf.nn.normalize_moments,"['counts', 'shift', 'name']","['count', 'None', 'moments']","[False, False, False]",None,189
tf.nn.softmax_cross_entropy_with_logits,"['_sentinel', 'labels', 'logits', 'dim', 'name', 'axis']","['internal', 'batch_size', 'activation', 'class', 'name', 'alias']","[False, False, False, False, True, False]",None,520
tf.nn.swish,"['features', 'name']","['preactivation', 'name']","[False, True]",None,120
tf.nn.max_pool_v2,"['input', 'ksize', 'strides', 'padding', 'data_format', 'name']","['batch_size', 'tensor', 'tensor', 'algorithm', 'channel', 'name']","[False, False, False, False, False, True]",None,319
tf.nn.depthwise_conv2d_native,"['filter', 'strides', 'dilations', 'name']","['input', 'dimension', 'tensor', 'name']","[False, False, True, True]",None,557
tf.nn.compute_average_loss,"['per_example_loss', 'sample_weight', 'global_batch_size']","['loss', 'example', 'batch']","[False, True, True]",None,232
tf.nn.conv1d,"['value', 'filters', 'stride', 'padding', 'use_cudnn_on_gpu', 'data_format', 'name', 'input', 'dilations']","['float16', 'must', 'entries', 'same', 'bool', 'batch', 'name', 'alias', 'batch']","[False, False, False, False, True, True, True, False, False]",None,584
tf.nn.pool,"['input', 'window_shape', 'pooling_type', 'padding', 'dilation_rate', 'strides', 'name', 'data_format', 'dilations']","['batch_size', 'ints', 'avg', 'algorithm', 'defaults', 'defaults', 'name', 'None', 'alias']","[False, False, False, False, True, True, True, False, False]",None,815
tf.nn.xw_plus_b,['name'],['name'],[True],None,140
tf.nn.fractional_avg_pool,"['value', 'pooling_ratio', 'pseudo_random', 'deterministic', 'seed', 'seed2', 'name']","['batch', 'batch', 'benjamin', 'bool', 'defaults', 'deprecated', 'name']","[False, False, True, True, True, True, True]",None,541
tf.nn.avg_pool3d,"['input', 'ksize', 'strides', 'padding', 'data_format', 'name']","['batch', 'tensor', 'tensor', 'algorithm', 'ncdhw', 'name']","[False, False, False, False, False, True]",None,259
tf.nn.depthwise_conv2d_backprop_filter,"['filter_sizes', 'out_backprop', 'strides', 'dilations', 'name']","['tensor', 'batch', 'convolution', 'tensor', 'name']","[False, False, False, True, True]",None,514
tf.nn.relu6,"['features', 'name']","['float', 'name']","[False, True]",None,132
tf.nn.ctc_loss_v2,"['labels', 'logits', 'label_length', 'logit_length', 'logits_time_major', 'unique', 'blank_index', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'batch', 'ctc_unique_labels', 'behavior', 'defaults']","[False, False, False, False, True, True, True, False]",tensor,484
tf.nn.conv3d,"['filter', 'strides', 'dilations', 'name']","['filter', 'tensor', 'tensor', 'name']","[False, False, True, True]",None,491
tf.nn.ctc_beam_search_decoder_v2,"['inputs', 'sequence_length', 'beam_width', 'top_paths']","['float', 'batch_size', 'beam', 'beam_width']","[False, False, False, False]",None,307
